sliding_window,lag_price_window,mae_baseline,mse_baseline,r2_baseline,worst_avg_error_baseline,model,fe_status_baseline,mae_fe,mse_fe,r2_fe,worst_avg_error_fe,fe_status_fe,mae_improvement,mse_improvement,r2_improvement,worst_error_improvement
10,2,16.472322925686875,627.4527414440252,0.8038020432252303,73.05414064555987,Lasso,Baseline,16.738875786163522,650.6870761455526,0.7958518772822691,74.73827008928572,Feature Engineering,-1.6181862247308527,-3.702961700040672,-0.98907013361914,-2.3053168907931165
10,4,16.72789266524082,643.1721506650788,0.8009003249300959,74.68058695753481,Lasso,Baseline,16.798507216814134,647.358946380769,0.7979500627986688,74.96084821428573,Feature Engineering,-0.422136565474534,-0.6509603550714704,-0.36836820258309083,-0.37527993307053403
10,6,17.003538680716982,654.4914785719978,0.8017713335312904,75.0770395855801,Lasso,Baseline,17.04293688230009,646.4581578363658,0.8022201574563981,73.46714285714286,Feature Engineering,-0.23170589559564853,1.2274141067748596,0.055979043692035886,2.1443263310910368
15,1,15.615692682534643,562.761010430433,0.8260476329077897,69.39612794470493,Lasso,Baseline,16.860329112028115,663.4643125681582,0.8017167788912202,77.11124611125513,Feature Engineering,-7.97042087595342,-17.894505886379974,-2.9454541175697004,-11.11750524856031
15,2,16.503529242775926,613.7333563968076,0.8149198838714423,71.95389703034769,Lasso,Baseline,17.075869902004086,688.0903974538465,0.7920008114435566,79.0712133661226,Feature Engineering,-3.467989487634535,-12.115528719765983,-2.8124325938648114,-9.891495290064798
15,4,17.17059197702259,664.9724437074065,0.7956048267575351,74.76735193681793,Lasso,Baseline,17.6926716057468,718.051523292687,0.7751182008618979,78.26835227272727,Feature Engineering,-3.0405453080642113,-7.982147243478222,-2.5749750638303532,-4.682525521122984
15,6,16.807216967064615,649.4815289310525,0.7982198981619935,74.16641224672786,Lasso,Baseline,17.093014157786783,676.5013690040632,0.7881098972003246,75.97768849206349,Feature Engineering,-1.7004432755417809,-4.1602168605905225,-1.266568396120971,-2.442178596033605
30,1,15.19603808763345,519.7793054005369,0.8420189674827648,66.47271744260283,Lasso,Baseline,16.937380724024873,625.333738593242,0.8119025884955342,71.64941695436292,Feature Engineering,-11.459188417068583,-20.307548241337884,-3.5766865296709693,-7.787705559397379
30,2,15.468366978726682,530.4997179506653,0.8416729807413088,66.27798754107711,Lasso,Baseline,16.894840134187483,621.3712890389967,0.8098114941414405,71.43450512614797,Feature Engineering,-9.22187298389416,-17.12942872794932,-3.78549476208754,-7.780136024611495
30,4,16.24863829771467,576.2098366122467,0.8262900802259406,69.53798858971842,Lasso,Baseline,16.908172594110653,629.4132342190826,0.8066061594519403,72.66140380634405,Feature Engineering,-4.059012726554102,-9.233337271650651,-2.382204657306066,-4.491667475535013
30,6,16.538307492617246,612.893351756615,0.8132178605928619,72.75775934194424,Lasso,Baseline,16.95496596578127,634.7908353839566,0.8086744857088559,73.62490291568666,Feature Engineering,-2.5193537691206984,-3.572804887600958,-0.5586909860407835,-1.191822812556741
90,1,15.817771406180745,544.7647877447462,0.8388241060848746,67.36703264854957,Lasso,Baseline,18.488917340638487,659.843769296889,0.8064524949242597,68.37648449017564,Feature Engineering,-16.88699290099742,-21.12452642700248,-3.8591655778356193,-1.498435958864826
90,2,15.938819979653042,551.5969055759009,0.8376042245575952,66.83158568827918,Lasso,Baseline,18.480896633817053,660.247985487073,0.8058270360632369,68.32633289633948,Feature Engineering,-15.948963959748216,-19.69755065934131,-3.7938190332244712,-2.236587973585146
90,4,15.965215002927591,553.6025288290473,0.8363599910234977,66.91044246987974,Lasso,Baseline,18.488022032844007,661.6162502430057,0.8054246417675335,68.34245626493187,Feature Engineering,-15.801898248497132,-19.51105997337542,-3.698807880337148,-2.1401947770660175
90,6,15.820388631946363,552.1622933343551,0.8376374871522565,67.88096506610141,Lasso,Baseline,18.470848830278673,659.6100379735905,0.8060146506599518,68.09260652487524,Feature Engineering,-16.753445569473516,-19.459449863986215,-3.7752413158840197,-0.31178322018217197
7,1,17.490300033647376,726.1966937070812,0.7771897062935541,80.40622104166665,Random Forest,Baseline,16.03606841633019,582.4476124448563,0.8207694069181528,70.63771294642858,Feature Engineering,8.314503550651363,19.79478597298703,5.607344033470525,12.148945652073383
7,2,17.47760576416928,722.4409988063347,0.776815069609192,79.43217142857142,Random Forest,Baseline,16.2588370794078,594.6727252916161,0.8170076664963877,71.0188294642857,Feature Engineering,6.9733160319937415,17.68563435987519,5.174023839086461,10.59185694281483
7,4,16.443664737550478,619.8503372887637,0.8095162285519114,72.68169330357142,Random Forest,Baseline,16.425323620457608,613.2268830500269,0.8122996671160447,72.1025252232143,Feature Engineering,0.11153910874250883,1.0685570113114613,0.34383974847699184,0.796855513448339
7,6,15.062359802602064,592.9755878869444,0.8190591011016986,75.7035714285714,Random Forest,Baseline,15.062359802602064,592.9755878869444,0.8190591011016986,75.7035714285714,Feature Engineering,0.0,0.0,0.0,0.0
10,1,17.045620377198052,691.4090826960833,0.7839127738902864,78.42712330357143,Random Forest,Baseline,16.182793665768195,588.9513167731492,0.8181049049865359,69.44247142857142,Feature Engineering,5.0618674611811825,14.818689613305319,4.3617264873189745,11.456051805218854
10,2,17.006558042078467,685.3558483388224,0.7883158535396526,78.04868303571428,Random Forest,Baseline,16.14257102425876,587.0825427706245,0.8192843263611306,69.64809464285713,Feature Engineering,5.0803167559360745,14.339019037540055,3.9284346093542366,10.763267317416645
10,4,17.198678818508533,694.7119423106232,0.7837405881959368,77.25522410714282,Random Forest,Baseline,16.025403414195864,580.0515742886613,0.8223454894972604,70.2523586309524,Feature Engineering,6.821892638927804,16.504735421792176,4.925724389263382,9.064585025963254
10,6,16.81893095238095,637.6708458941554,0.803196974485017,72.45862857142856,Random Forest,Baseline,16.348633198562442,599.0564258408758,0.8159829031121684,70.8835669642857,Feature Engineering,2.7962404694451144,6.055541083916674,1.5918795803917516,2.1737391918619964
15,1,17.091340158114555,686.7065524922155,0.7890742900273902,77.05167181512192,Random Forest,Baseline,16.259760670868975,593.8410758172522,0.8216013150141792,70.04935892857142,Feature Engineering,4.865501941641286,13.523313027658343,4.122175237221325,9.087814347950653
15,2,16.97997672809331,667.4407010622693,0.7952029455191683,75.54697857142858,Random Forest,Baseline,16.416042030616836,604.673845584159,0.8150525014844957,70.45960089285713,Feature Engineering,3.321174737203526,9.404109665205212,2.496162278720958,6.7340584293009345
15,4,17.27151825003752,696.0532526132267,0.7873978381017295,78.13479910714285,Random Forest,Baseline,16.56652763394867,612.7250293433892,0.8122149673628364,70.70321406249995,Feature Engineering,4.08181033006359,11.971529901914012,3.151790373331023,9.511235876414414
15,6,17.071075236380008,672.5002809413282,0.7915279565378817,75.40376517857142,Random Forest,Baseline,16.269351238181002,592.4137114527375,0.8173070409810379,70.27313035714288,Feature Engineering,4.696388406106129,11.908778592105572,3.256876049699261,6.804215690394451
30,1,17.453251490300566,701.3319983401527,0.7861345982372367,76.4652014064064,Random Forest,Baseline,15.832211955544894,558.7689331474757,0.8300810094894673,68.48869640336768,Feature Engineering,9.287894210752338,20.327471943399424,5.590189180169952,10.431549065887145
30,2,16.63658658598843,632.7533523956225,0.8072443996890553,73.2998261261261,Random Forest,Baseline,15.79097067020355,558.4303556856472,0.8306726828665989,68.62471993243244,Feature Engineering,5.082869081432061,11.745966485769896,2.902254036889949,6.378059049757182
30,4,16.947427470534905,655.9218805266689,0.7993180924067175,74.54799346846848,Random Forest,Baseline,16.036917441069807,574.7461650266287,0.8268165610499301,69.68626193693694,Feature Engineering,5.372555988501064,12.375820644199377,3.440240988467521,6.521612863514424
30,6,17.19745406766419,665.799457083397,0.7959284108504943,74.4952728928929,Random Forest,Baseline,16.184799451657813,585.953497510407,0.8232180178610587,69.88297244744746,Feature Engineering,5.888398433989351,11.992493944462405,3.4286509488213905,6.19140016048652
90,1,18.06546574278255,723.1116432344767,0.7834085149129866,77.17870000964143,Random Forest,Baseline,15.80487914602928,555.6575509681602,0.8346904566810449,68.08010514962608,Feature Engineering,12.513303719592232,23.15743271914344,6.546002601689138,11.788997299615989
90,2,17.31842852615123,665.6289286590935,0.80257536817657,73.09180189921676,Random Forest,Baseline,15.947207945194846,563.9239965122697,0.8329403508940725,68.63878055555554,Feature Engineering,7.917696336511187,15.279524036268665,3.783443140859265,6.092367718340431
90,4,16.84613823168567,627.2986596550513,0.8089895592862311,71.33704339975823,Random Forest,Baseline,16.051712587331156,568.2605983477753,0.8308657353629632,68.8474324074074,Feature Engineering,4.715773036103258,9.411475761759288,2.7041357735238725,3.489927355693117
90,6,16.60016891728455,607.9271343004265,0.8162234231644394,70.24196546704432,Random Forest,Baseline,15.983783127619937,569.3851166988741,0.831363159957947,69.23749282407405,Feature Engineering,3.7131296237763847,6.339907437411017,1.8548520373027135,1.4300178480078873
